orientation,household,decoration,residence_id,unit_price,house_type,property_type,residence_url,house_owner,mortgage,area,elevator,build_type,heating_style,structure,lj_num,total_floor,crawl_time,listing_date,last_deal,house_backup,inner_area,total_price,build_struct,ring_num,url,house_age,floor,house_type_struct
南,一梯两户,其他,0,18333,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711060446203/,暂无数据,暂无数据,90㎡,无,板楼,,3室2厅1厨1卫,104100615278,7,2017-09-21 14:15:16,2017-09-21,暂无数据,未上传房本照片,暂无数据,165,钢混结构, 三至四环,https://wh.lianjia.com/ershoufang/104100615278.html,暂无数据,中楼层,暂无数据
南 北,两梯三户,其他,0,20635,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711100267973/,暂无数据,暂无数据,126㎡,有,板塔结合,,3室2厅1厨2卫,104100613847,18,2017-09-21 14:15:21,2017-09-20,暂无数据,未上传房本照片,暂无数据,260,钢混结构, 二至三环,https://wh.lianjia.com/ershoufang/104100613847.html,暂无数据,中楼层,暂无数据
东南,两梯二十户,其他,0,13811,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711058425038/,暂无数据,暂无数据,39.1㎡,有,板塔结合,,1室1厅1厨1卫,104100613954,11,2017-09-21 14:15:22,2017-09-20,暂无数据,未上传房本照片,暂无数据,54,钢混结构, 一至二环,https://wh.lianjia.com/ershoufang/104100613954.html,暂无数据,低楼层,暂无数据
南,两梯四户,其他,0,20144,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711058418130/,暂无数据,暂无数据,79.43㎡,有,板塔结合,,2室1厅1厨1卫,104100614089,33,2017-09-21 14:15:22,2017-09-20,暂无数据,未上传房本照片,暂无数据,160,钢混结构, ,https://wh.lianjia.com/ershoufang/104100614089.html,暂无数据,中楼层,暂无数据
南 北,一梯两户,其他,0,16525,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711059907238/,暂无数据,暂无数据,118㎡,无,板楼,,3室2厅1厨2卫,104100614164,6,2017-09-21 14:15:23,2017-09-20,暂无数据,未上传房本照片,暂无数据,195,钢混结构, 一至二环,https://wh.lianjia.com/ershoufang/104100614164.html,暂无数据,中楼层,暂无数据
东南,四梯二十一户,其他,0,16920,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711058431718/,暂无数据,暂无数据,40.19㎡,有,板楼,,1室1厅1厨1卫,104100614396,24,2017-09-21 14:15:23,2017-09-20,暂无数据,未上传房本照片,暂无数据,68,钢混结构, ,https://wh.lianjia.com/ershoufang/104100614396.html,暂无数据,中楼层,暂无数据
东南,一梯四户,其他,0,15996,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711063048917/,暂无数据,暂无数据,82.52㎡,暂无数据,板楼,,2室2厅1厨1卫,104100614846,34,2017-09-21 14:15:23,2017-09-20,暂无数据,未上传房本照片,暂无数据,132,钢混结构, 三至四环,https://wh.lianjia.com/ershoufang/104100614846.html,暂无数据,高楼层,暂无数据
南 北,一梯四户,其他,0,17182,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3713056774517619/,暂无数据,暂无数据,93.12㎡,暂无数据,板塔结合,,3室2厅1厨2卫,104100614663,34,2017-09-21 14:15:23,2017-09-20,暂无数据,未上传房本照片,暂无数据,160,钢混结构, 二至三环,https://wh.lianjia.com/ershoufang/104100614663.html,暂无数据,低楼层,暂无数据
南,两梯四户,其他,0,18889,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711063625877/,暂无数据,暂无数据,90㎡,有,板楼,,2室2厅1厨1卫,104100614928,32,2017-09-21 14:15:23,2017-09-20,暂无数据,未上传房本照片,暂无数据,170,钢混结构, 二至三环,https://wh.lianjia.com/ershoufang/104100614928.html,暂无数据,中楼层,暂无数据
南 西北,两梯四户,精装,0,18750,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711100231298/,共有,有抵押,88㎡,有,板楼,,2室2厅1厨1卫,104100614938,24,2017-09-21 14:15:24,2017-09-20,暂无数据,未上传房本照片,暂无数据,165,钢混结构, 二至三环,https://wh.lianjia.com/ershoufang/104100614938.html,暂无数据,中楼层,暂无数据
南,两梯六户,其他,0,19248,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711100232460/,暂无数据,暂无数据,90.92㎡,有,板塔结合,,3室2厅1厨1卫,104100614873,32,2017-09-21 14:15:24,2017-09-20,暂无数据,未上传房本照片,暂无数据,175,钢混结构, 二至三环,https://wh.lianjia.com/ershoufang/104100614873.html,暂无数据,高楼层,暂无数据
南,两梯四户,其他,0,18462,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711058406334/,暂无数据,暂无数据,91㎡,有,板塔结合,,3室2厅1厨1卫,104100615086,29,2017-09-21 14:15:24,2017-09-20,暂无数据,未上传房本照片,暂无数据,168,钢混结构, 二至三环,https://wh.lianjia.com/ershoufang/104100615086.html,暂无数据,中楼层,暂无数据
南 北,一梯两户,其他,0,18575,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711058406334/,暂无数据,暂无数据,139.97㎡,有,板塔结合,,3室2厅1厨2卫,104100615104,11,2017-09-21 14:15:24,2017-09-20,暂无数据,未上传房本照片,暂无数据,260,钢混结构, 二至三环,https://wh.lianjia.com/ershoufang/104100615104.html,暂无数据,中楼层,暂无数据
南 北,两梯四户,其他,0,16667,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711058406334/,暂无数据,暂无数据,138㎡,有,板塔结合,,4室2厅1厨2卫,104100615113,30,2017-09-21 14:15:25,2017-09-20,暂无数据,未上传房本照片,暂无数据,230,钢混结构, 二至三环,https://wh.lianjia.com/ershoufang/104100615113.html,暂无数据,高楼层,暂无数据
南,两梯四户,其他,0,18817,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711100267973/,暂无数据,暂无数据,85.03㎡,有,板塔结合,,3室2厅1厨1卫,104100615709,18,2017-09-21 14:15:25,2017-09-21,暂无数据,未上传房本照片,暂无数据,160,钢混结构, 二至三环,https://wh.lianjia.com/ershoufang/104100615709.html,暂无数据,低楼层,暂无数据
南,一梯两户,其他,0,16687,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711063306215/,暂无数据,暂无数据,149.22㎡,无,塔楼,,2室2厅1厨1卫,104100614084,8,2017-09-21 14:15:31,2017-09-20,暂无数据,未上传房本照片,暂无数据,249,钢混结构, 一至二环,https://wh.lianjia.com/ershoufang/104100614084.html,暂无数据,低楼层,暂无数据
南,一梯两户,其他,0,18956,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711058044938/,非共有,暂无数据,77.02㎡,暂无数据,板楼,,2室1厅1厨1卫,104100614163,7,2017-09-21 14:15:31,2017-09-20,2001-12-18,已上传房本照片,85㎡,146,钢混结构, ,https://wh.lianjia.com/ershoufang/104100614163.html,满五年,低楼层,暂无数据
南,一梯两户,其他,0,18794,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711063263928/,暂无数据,暂无数据,69.17㎡,无,板楼,,2室1厅1厨1卫,104100615063,7,2017-09-21 14:15:32,2017-09-20,暂无数据,未上传房本照片,暂无数据,130,钢混结构, 二至三环,https://wh.lianjia.com/ershoufang/104100615063.html,暂无数据,高楼层,暂无数据
南 北,一梯两户,其他,0,18725,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711099449953/,共有,暂无数据,117.49㎡,无,板楼,,2室2厅1厨1卫,104100614416,7,2017-09-21 14:15:32,2017-09-20,2009-07-03,已上传房本照片,105.3㎡,220,钢混结构, 一至二环,https://wh.lianjia.com/ershoufang/104100614416.html,满五年,低楼层,暂无数据
南 北,一梯两户,其他,0,18889,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711058045972/,暂无数据,暂无数据,97.94㎡,无,塔楼,,3室1厅1厨1卫,104100615254,7,2017-09-21 14:15:32,2017-09-21,暂无数据,未上传房本照片,暂无数据,185,钢混结构, 二至三环,https://wh.lianjia.com/ershoufang/104100615254.html,暂无数据,中楼层,暂无数据
南 北,两梯四户,其他,0,25641,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711100015683/,暂无数据,暂无数据,117㎡,有,板楼,,3室2厅1厨2卫,104100615731,45,2017-09-21 14:16:09,2017-09-21,暂无数据,未上传房本照片,暂无数据,300,未知结构, 一至二环,https://wh.lianjia.com/ershoufang/104100615731.html,暂无数据,中楼层,暂无数据
南 北,一梯四户,其他,0,19650,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711063682012/,暂无数据,暂无数据,111.96㎡,暂无数据,板楼,,3室2厅1厨1卫,104100614514,33,2017-09-21 14:16:18,2017-09-20,暂无数据,未上传房本照片,暂无数据,220,钢混结构, 二至三环,https://wh.lianjia.com/ershoufang/104100614514.html,暂无数据,中楼层,平层
南 北,两梯四户,简装,0,16289,普通住宅,商品房,https://jn.lianjia.com/xiaoqu/456964030222374/,非共有,无抵押,85.95㎡,有,板楼,集中供暖,2室2厅1厨1卫,103101743197,30,2017-09-21 14:16:25,2017-09-20,暂无数据,未上传房本照片,暂无数据,140,钢混结构, 二环外,https://jn.lianjia.com/ershoufang/103101743197.html,暂无数据,高楼层,暂无数据
南,两梯四户,简装,0,16000,普通住宅,商品房,https://jn.lianjia.com/xiaoqu/4511058405784/,非共有,暂无数据,85㎡,有,板楼,集中供暖,2室2厅1厨1卫,103101742544,27,2017-09-21 14:16:25,2017-09-20,暂无数据,未上传房本照片,暂无数据,136,钢混结构, 二环外,https://jn.lianjia.com/ershoufang/103101742544.html,暂无数据,高楼层,暂无数据
南 北,两梯四户,其他,0,16788,普通住宅,商品房,https://jn.lianjia.com/xiaoqu/456945011936363/,暂无数据,暂无数据,137㎡,有,板楼,集中供暖,3室2厅1厨2卫,103101745806,27,2017-09-21 14:16:25,2017-09-21,暂无数据,未上传房本照片,暂无数据,230,钢混结构, 二环外,https://jn.lianjia.com/ershoufang/103101745806.html,暂无数据,低楼层,平层
南 北,一梯两户,精装,0,15284,普通住宅,商品房,https://jn.lianjia.com/xiaoqu/456942057573963/,共有,有抵押 40万元 中国工商银行 业主自还,166.19㎡,暂无数据,板楼,暂无数据,4室2厅1厨2卫,103101742730,24,2017-09-21 14:16:25,2017-09-20,2017-09-20,已上传房本照片,116.95㎡,254,未知结构, 二环外,https://jn.lianjia.com/ershoufang/103101742730.html,暂无数据,中楼层,暂无数据
南 北,一梯四户,其他,0,16337,普通住宅,商品房,https://jn.lianjia.com/xiaoqu/456944902099793/,暂无数据,暂无数据,101㎡,暂无数据,板楼,集中供暖,3室2厅1厨1卫,103101746161,34,2017-09-21 14:16:26,2017-09-21,暂无数据,未上传房本照片,暂无数据,165,钢混结构, 二环外,https://jn.lianjia.com/ershoufang/103101746161.html,暂无数据,高楼层,暂无数据
南,两梯四户,其他,0,16235,普通住宅,商品房,https://jn.lianjia.com/xiaoqu/4511058405784/,暂无数据,暂无数据,85㎡,有,板楼,集中供暖,2室2厅1厨1卫,103101746316,30,2017-09-21 14:16:26,2017-09-21,暂无数据,未上传房本照片,暂无数据,138,钢混结构, 二环外,https://jn.lianjia.com/ershoufang/103101746316.html,暂无数据,中楼层,暂无数据
东,两梯六户,其他,0,20576,普通住宅,商品房,https://cd.lianjia.com/xiaoqu/1611041457073/,暂无数据,暂无数据,58.32㎡,有,板楼,,2室1厅1厨1卫,106100668692,18,2017-09-21 14:16:30,2017-09-20,暂无数据,未上传房本照片,暂无数据,120,钢混结构, 一环内,https://cd.lianjia.com/ershoufang/106100668692.html,暂无数据,高楼层,暂无数据
西南,一梯两户,其他,0,13461,普通住宅,商品房,https://cd.lianjia.com/xiaoqu/1611044418424/,暂无数据,暂无数据,66.86㎡,暂无数据,板楼,,2室1厅1厨1卫,106100668082,7,2017-09-21 14:16:30,2017-09-20,暂无数据,未上传房本照片,暂无数据,90,钢混结构, 一环内,https://cd.lianjia.com/ershoufang/106100668082.html,暂无数据,低楼层,暂无数据
南 北,一梯三户,其他,0,34021,普通住宅,已购公房,https://jn.lianjia.com/xiaoqu/458555553632857/,暂无数据,暂无数据,97㎡,暂无数据,板楼,集中供暖,3室1厅1厨1卫,103101742334,5,2017-09-21 14:16:34,2017-09-20,暂无数据,未上传房本照片,暂无数据,330,砖混结构, ,https://jn.lianjia.com/ershoufang/103101742334.html,暂无数据,中楼层,暂无数据
南,,,0,3667,车库,商品房,https://jn.lianjia.com/xiaoqu/457419659038612/,非共有,无抵押,60㎡,,,,,103101746261,1,2017-09-21 14:16:41,2017-09-21,暂无数据,未上传房本照片,,22,, ,https://jn.lianjia.com/ershoufang/103101746261.html,暂无数据,低楼层,
南 北,两梯四户,毛坯,0,27523,普通住宅,商品房,https://jn.lianjia.com/xiaoqu/4511059651771/,非共有,有抵押 60万元 客户偿还,109㎡,有,板楼,集中供暖,3室2厅1厨1卫,103101745902,31,2017-09-21 14:16:41,2017-09-21,暂无数据,未上传房本照片,暂无数据,300,钢混结构, ,https://jn.lianjia.com/ershoufang/103101745902.html,暂无数据,高楼层,暂无数据
南 北,一梯一户,其他,0,17018,普通住宅,商品房,https://jn.lianjia.com/xiaoqu/4518198628675696/,暂无数据,暂无数据,58.76㎡,暂无数据,板楼,暂无数据,2室2厅1厨1卫,103101745800,5,2017-09-21 14:17:25,2017-09-21,暂无数据,未上传房本照片,暂无数据,100,未知结构, ,https://jn.lianjia.com/ershoufang/103101745800.html,暂无数据,高楼层,暂无数据
南,一梯四户,其他,0,14000,普通住宅,商品房,https://jn.lianjia.com/xiaoqu/4511059237005/,暂无数据,暂无数据,57㎡,暂无数据,板楼,集中供暖,2室1厅1厨1卫,103101744964,6,2017-09-21 14:17:33,2017-09-21,暂无数据,未上传房本照片,暂无数据,79.8,钢混结构, 二环内,https://jn.lianjia.com/ershoufang/103101744964.html,暂无数据,中楼层,暂无数据
南 北,一梯两户,其他,0,15069,普通住宅,商品房,https://jn.lianjia.com/xiaoqu/4511059289204/,暂无数据,暂无数据,86.27㎡,无,板楼,集中供暖,2室1厅1厨1卫,103101745405,7,2017-09-21 14:17:33,2017-09-21,暂无数据,未上传房本照片,暂无数据,130,钢混结构, ,https://jn.lianjia.com/ershoufang/103101745405.html,暂无数据,低楼层,暂无数据
东,三梯十一户,精装,0,105108,普通住宅,商品房,https://bj.lianjia.com/xiaoqu/1111027375998/,非共有,无抵押,95.14㎡,有,板塔结合,集中供暖,2室1厅1厨1卫,101102101478,16,2017-09-21 14:17:44,2017-09-20,2010-11-24,已上传房本照片,76.53㎡,1000,钢混结构, 二环内,https://bj.lianjia.com/ershoufang/101102101478.html,满五年,高楼层,暂无数据
南,一梯三户,其他,0,18017,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711059314815/,暂无数据,暂无数据,121㎡,无,板楼,,3室2厅1厨1卫,104100614446,8,2017-09-21 14:17:47,2017-09-20,暂无数据,未上传房本照片,暂无数据,218,钢混结构, 一至二环,https://wh.lianjia.com/ershoufang/104100614446.html,暂无数据,低楼层,暂无数据
南 北,一梯三户,其他,0,16935,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711059314815/,暂无数据,暂无数据,124㎡,无,板楼,,3室2厅1厨2卫,104100615564,8,2017-09-21 14:17:48,2017-09-21,暂无数据,未上传房本照片,暂无数据,210,钢混结构, 一至二环,https://wh.lianjia.com/ershoufang/104100615564.html,暂无数据,低楼层,暂无数据
南 北,两梯四户,其他,0,24496,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711056773994/,暂无数据,暂无数据,129㎡,有,板楼,,3室2厅1厨2卫,104100615818,23,2017-09-21 14:17:48,2017-09-21,暂无数据,未上传房本照片,暂无数据,316,钢混结构, 一至二环,https://wh.lianjia.com/ershoufang/104100615818.html,暂无数据,低楼层,暂无数据
南 北,一梯三户,其他,0,19713,普通住宅,房改房,https://wh.lianjia.com/xiaoqu/3720021906058589/,暂无数据,暂无数据,55.8㎡,暂无数据,板楼,,1室1厅1厨1卫,104100615723,8,2017-09-21 14:17:49,2017-09-21,暂无数据,未上传房本照片,暂无数据,110,未知结构, ,https://wh.lianjia.com/ershoufang/104100615723.html,暂无数据,中楼层,暂无数据
南,三梯二十户,其他,0,17917,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711056771594/,暂无数据,暂无数据,47.44㎡,有,板楼,,1室1厅1厨1卫,104100614941,30,2017-09-21 14:17:49,2017-09-20,暂无数据,未上传房本照片,暂无数据,85,钢混结构, 一至二环,https://wh.lianjia.com/ershoufang/104100614941.html,暂无数据,高楼层,暂无数据
南,五梯二十二户,其他,0,24086,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711060420123/,非共有,暂无数据,85.11㎡,有,塔楼,,2室1厅1厨1卫,104100614203,27,2017-09-21 14:17:51,2017-09-20,2016-10-08,已上传房本照片,64.27㎡,205,钢混结构, 一至二环,https://wh.lianjia.com/ershoufang/104100614203.html,暂无数据,高楼层,暂无数据
南,两梯四户,精装,0,41164,普通住宅,商品房,https://xm.lianjia.com/xiaoqu/3911057502760/,非共有,有抵押 85万元 客户偿还,88.67㎡,有,板楼,,2室2厅1厨1卫,105101012469,20,2017-09-21 14:17:54,2017-09-20,2014-12-31,已上传房本照片,88.67㎡,365,钢混结构, ,https://xm.lianjia.com/ershoufang/105101012469.html,满两年,高楼层,暂无数据
南 北,一梯两户,其他,0,14000,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/377782126071906/,暂无数据,暂无数据,120㎡,暂无数据,板楼,,4室2厅1厨1卫,104100615827,11,2017-09-21 14:17:56,2017-09-21,暂无数据,未上传房本照片,暂无数据,168,钢混结构, 三至四环,https://wh.lianjia.com/ershoufang/104100615827.html,暂无数据,低楼层,平层
东南,三梯六户,其他,0,26423,普通住宅,商品房,https://cd.lianjia.com/xiaoqu/1611041574572/,共有,暂无数据,146.84㎡,有,板楼,,3室1厅1厨2卫,106100669626,28,2017-09-21 14:17:56,2017-09-20,2008-08-05,已上传房本照片,121.25㎡,388,钢混结构, 一至二环,https://cd.lianjia.com/ershoufang/106100669626.html,满五年,低楼层,暂无数据
南 北,一梯两户,其他,0,18421,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711063304910/,暂无数据,暂无数据,102.06㎡,暂无数据,塔楼,,2室2厅1厨2卫,104100614088,8,2017-09-21 14:18:05,2017-09-20,暂无数据,未上传房本照片,暂无数据,188,钢混结构, ,https://wh.lianjia.com/ershoufang/104100614088.html,暂无数据,中楼层,暂无数据
南,一梯四户,其他,0,21000,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711058251727/,暂无数据,暂无数据,76㎡,暂无数据,板塔结合,,2室2厅1厨1卫,104100614081,12,2017-09-21 14:18:05,2017-09-20,暂无数据,未上传房本照片,暂无数据,159.6,钢混结构, 二至三环,https://wh.lianjia.com/ershoufang/104100614081.html,暂无数据,高楼层,暂无数据
南,两梯八户,其他,0,18750,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711058038605/,暂无数据,暂无数据,64㎡,有,板楼,,1室1厅1厨1卫,104100614719,18,2017-09-21 14:18:06,2017-09-20,暂无数据,未上传房本照片,暂无数据,120,钢混结构, 二至三环,https://wh.lianjia.com/ershoufang/104100614719.html,暂无数据,中楼层,暂无数据
南,两梯五户,毛坯,0,24947,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711061540084/,共有,暂无数据,94.2㎡,有,塔楼,,2室2厅1厨1卫,104100615096,33,2017-09-21 14:18:06,2017-09-20,暂无数据,未上传房本照片,暂无数据,235,钢混结构, 一至二环,https://wh.lianjia.com/ershoufang/104100615096.html,暂无数据,高楼层,暂无数据
南,四梯十四户,其他,0,21176,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/376849119137152/,暂无数据,暂无数据,51㎡,有,塔楼,,1室1厅1厨1卫,104100615399,51,2017-09-21 14:18:06,2017-09-21,暂无数据,未上传房本照片,暂无数据,108,钢混结构, 二至三环,https://wh.lianjia.com/ershoufang/104100615399.html,暂无数据,高楼层,暂无数据
北,一梯四户,其他,0,14164,普通住宅,商品房,https://cd.lianjia.com/xiaoqu/1611057885306/,暂无数据,暂无数据,98.84㎡,有,板塔结合,,3室2厅1厨2卫,106100667626,11,2017-09-21 14:18:12,2017-09-20,暂无数据,未上传房本照片,暂无数据,140,钢混结构, 三环至绕城高速,https://cd.lianjia.com/ershoufang/106100667626.html,暂无数据,高楼层,暂无数据
南 北,一梯三户,其他,0,16239,普通住宅,已购公房,https://jn.lianjia.com/xiaoqu/458328947183216/,非共有,暂无数据,89.29㎡,暂无数据,板楼,集中供暖,2室2厅1厨1卫,103101744945,6,2017-09-21 14:19:29,2017-09-21,2006-02-20,已上传房本照片,81㎡,145,钢混结构, 二环外,https://jn.lianjia.com/ershoufang/103101744945.html,满五年,高楼层,暂无数据
南,两梯三户,其他,0,23950,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711056430117/,暂无数据,暂无数据,119㎡,有,板楼,,3室2厅1厨2卫,104100614096,18,2017-09-21 14:19:34,2017-09-20,暂无数据,未上传房本照片,暂无数据,285,钢混结构, 二至三环,https://wh.lianjia.com/ershoufang/104100614096.html,暂无数据,中楼层,暂无数据
南 北,一梯两户,其他,0,20753,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711056386054/,共有,暂无数据,139.74㎡,有,板楼,,3室2厅1厨2卫,104100614182,12,2017-09-21 14:19:34,2017-09-20,2010-03-11,已上传房本照片,116.45㎡,290,钢混结构, 一至二环,https://wh.lianjia.com/ershoufang/104100614182.html,满五年,中楼层,暂无数据
南,两梯十二户,其他,0,21027,商住两用,商品房,https://wh.lianjia.com/xiaoqu/3711056727058/,暂无数据,暂无数据,33.29㎡,有,塔楼,,1室1厅1厨1卫,104100614254,22,2017-09-21 14:19:35,2017-09-20,暂无数据,未上传房本照片,暂无数据,70,钢混结构, 一至二环,https://wh.lianjia.com/ershoufang/104100614254.html,暂无数据,中楼层,暂无数据
南,一梯三户,其他,0,26437,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711056391047/,暂无数据,暂无数据,87㎡,有,塔楼,,2室2厅1厨1卫,104100614899,11,2017-09-21 14:19:35,2017-09-20,暂无数据,未上传房本照片,暂无数据,230,钢混结构, 一至二环,https://wh.lianjia.com/ershoufang/104100614899.html,暂无数据,低楼层,暂无数据
南 北,一梯八户,其他,0,21154,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711288389889700/,暂无数据,暂无数据,104㎡,暂无数据,塔楼,,3室2厅1厨1卫,104100615511,24,2017-09-21 14:19:35,2017-09-21,暂无数据,未上传房本照片,暂无数据,220,钢混结构, 二至三环,https://wh.lianjia.com/ershoufang/104100615511.html,暂无数据,高楼层,暂无数据
南 北,一梯两户,其他,0,24318,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711056386054/,暂无数据,暂无数据,135.7㎡,有,板楼,,3室2厅1厨2卫,104100614440,12,2017-09-21 14:19:37,2017-09-20,暂无数据,未上传房本照片,暂无数据,330,钢混结构, 一至二环,https://wh.lianjia.com/ershoufang/104100614440.html,暂无数据,低楼层,暂无数据
南,两梯三户,简装,0,25047,普通住宅,商品房,https://jn.lianjia.com/xiaoqu/4511060463463/,非共有,暂无数据,107㎡,有,板塔结合,集中供暖,2室2厅1厨2卫,103101742260,33,2017-09-21 14:19:39,2017-09-20,暂无数据,未上传房本照片,暂无数据,268,钢混结构, ,https://jn.lianjia.com/ershoufang/103101742260.html,暂无数据,低楼层,暂无数据
东 西,一梯十户,简装,0,21053,普通住宅,已购公房,https://jn.lianjia.com/xiaoqu/4510132940664778/,非共有,无抵押,57㎡,暂无数据,暂无数据,暂无数据,2室1厅1厨1卫,103101743041,32,2017-09-21 14:19:39,2017-09-20,暂无数据,未上传房本照片,暂无数据,120,未知结构, ,https://jn.lianjia.com/ershoufang/103101743041.html,暂无数据,高楼层,暂无数据
南,两梯六户,其他,0,17997,普通住宅,商品房,https://jn.lianjia.com/xiaoqu/457511279939175/,暂无数据,暂无数据,58.9㎡,有,板塔结合,集中供暖,2室1厅1厨1卫,103101744766,24,2017-09-21 14:19:40,2017-09-20,暂无数据,未上传房本照片,暂无数据,106,钢混结构, ,https://jn.lianjia.com/ershoufang/103101744766.html,暂无数据,低楼层,暂无数据
北,两梯四户,其他,0,18777,普通住宅,商品房,https://jn.lianjia.com/xiaoqu/4511059519767/,暂无数据,暂无数据,45.8㎡,有,板楼,集中供暖,2室1厅1厨1卫,103101745585,18,2017-09-21 14:19:40,2017-09-21,暂无数据,未上传房本照片,暂无数据,86,钢混结构, ,https://jn.lianjia.com/ershoufang/103101745585.html,暂无数据,低楼层,暂无数据
西,两梯五户,其他,0,16621,普通住宅,商品房,https://jn.lianjia.com/xiaoqu/457511279939175/,暂无数据,暂无数据,58.96㎡,有,塔楼,集中供暖,2室1厅1厨1卫,103101743884,31,2017-09-21 14:19:40,2017-09-20,暂无数据,未上传房本照片,暂无数据,98,钢混结构, ,https://jn.lianjia.com/ershoufang/103101743884.html,暂无数据,低楼层,暂无数据
南,一梯两户,其他,0,15116,普通住宅,已购公房,https://jn.lianjia.com/xiaoqu/4511059532527/,暂无数据,暂无数据,43㎡,无,板楼,集中供暖,1室1厅1厨1卫,103101746256,5,2017-09-21 14:19:40,2017-09-21,暂无数据,未上传房本照片,暂无数据,65,钢混结构, 二环内,https://jn.lianjia.com/ershoufang/103101746256.html,暂无数据,高楼层,暂无数据
南 北,一梯四户,精装,0,17544,普通住宅,商品房,https://jn.lianjia.com/xiaoqu/4511059264653/,非共有,无抵押,114㎡,暂无数据,板楼,集中供暖,3室2厅1厨1卫,103101742028,33,2017-09-21 14:19:46,2017-09-20,暂无数据,未上传房本照片,暂无数据,200,钢混结构, ,https://jn.lianjia.com/ershoufang/103101742028.html,暂无数据,高楼层,暂无数据
南 北,一梯三户,其他,0,144737,普通住宅,已购公房,https://bj.lianjia.com/xiaoqu/1111027378248/,非共有,暂无数据,57㎡,无,板楼,集中供暖,2室1厅1厨1卫,101102104292,6,2017-09-21 14:19:48,2017-09-20,2008-12-01,已上传房本照片,40.08㎡,825,混合结构, 二至三环,https://bj.lianjia.com/ershoufang/101102104292.html,满五年,中楼层,暂无数据
东南,两梯六户,精装,0,83523,公寓/住宅,商品房,https://bj.lianjia.com/xiaoqu/1111027374505/,非共有,无抵押,131.7㎡,有,塔楼,集中供暖,2室1厅1厨1卫,101102104496,19,2017-09-21 14:19:48,2017-09-20,2005-04-01,已上传房本照片,1㎡,1100,钢混结构, 三至四环,https://bj.lianjia.com/ershoufang/101102104496.html,满五年,中楼层,平层
南 北,一梯两户,其他,0,16224,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711056590751/,暂无数据,暂无数据,67.8㎡,无,板楼,,2室1厅1厨1卫,104100615363,6,2017-09-21 14:20:45,2017-09-21,暂无数据,未上传房本照片,暂无数据,110,钢混结构, 二至三环,https://wh.lianjia.com/ershoufang/104100615363.html,暂无数据,中楼层,暂无数据
南,一梯六户,其他,0,15573,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711056774068/,非共有,暂无数据,83.48㎡,无,板楼,,2室2厅1厨1卫,104100614766,8,2017-09-21 14:20:45,2017-09-20,2000-06-08,已上传房本照片,72.42㎡,130,钢混结构, 二至三环,https://wh.lianjia.com/ershoufang/104100614766.html,满五年,中楼层,暂无数据
东南,一梯四户,其他,0,13023,普通住宅,商品房,https://wh.lianjia.com/xiaoqu/3711056600597/,暂无数据,暂无数据,86㎡,无,板楼,,2室2厅1厨1卫,104100614536,8,2017-09-21 14:20:46,2017-09-20,暂无数据,未上传房本照片,暂无数据,112,钢混结构, 二至三环,https://wh.lianjia.com/ershoufang/104100614536.html,暂无数据,高楼层,暂无数据
